operon_id,promoter_start,promoter_end,gene_names,bin,operon_name,gene_list,bin_coverage,gene_start,gene_end,operon_start,operon_end,strand,operon_length,total_expression,normalized_expression
Rv2219_up,2485885,2486234,Rv2219,bin498,Rv2219_up,['Rv2219'],{498: 1.0},2486235,2486987,2485885,2486987,+,753,4839,6.426294821
Rv2220_up,2487265,2487614,Rv2220,bin498,Rv2220_up,['Rv2220'],{498: 1.0},2487615,2489051,2487265,2489051,+,1437,31328.5,21.8013222
Rv2221c_up,2492354,2492703,Rv2221c,"bin498, bin499",Rv2221c_up,['Rv2221c'],"{498: 0.18950524737631183, 499: 0.8104947526236882}",2492353,2489369,2489369,2492703,-,2983,7934.5,2.659906135
Rv2224c_up,2497024,2497373,Rv2224c,bin500,Rv2224c_up,['Rv2224c'],{500: 1.0},2497023,2495461,2495461,2497373,-,1561,6812.5,4.364189622
Rv2226_up,2498482,2498831,Rv2226,"bin500, bin501",Rv2226_up,['Rv2226'],"{500: 0.8028541226215645, 501: 0.19714587737843553}",2498832,2500373,2498482,2500373,+,1542,4166.5,2.702010376
Rv2237_up,2509139,2509488,Rv2237,"bin502, bin503",Rv2237_up,['Rv2237'],"{502: 0.7710196779964222, 503: 0.22898032200357782}",2509489,2510256,2509139,2510256,+,768,1867,2.430989583
Rv2240c_up,2512488,2512837,Rv2240c,bin503,Rv2240c_up,['Rv2240c'],{503: 1.0},2512280,2511690,2511690,2512837,-,589,3415.5,5.798811545
Rv2242_up,2514954,2515303,Rv2242,"bin503, bin504",Rv2242_up,['Rv2242'],"{503: 0.02946708463949843, 504: 0.9705329153605016}",2515304,2516548,2514954,2516548,+,1245,2045.5,1.642971888
Rv2248_up,2522010,2522359,Rv2248,bin505,Rv2248_up,['Rv2248'],{505: 1.0},2522360,2523175,2522010,2523175,+,816,1972.5,2.417279412
Rv2250c_up,2525355,2525704,"Rv2249c,Rv2250c","bin505, bin506",Rv2250c_up,"['Rv2249c', 'Rv2250c']","{505: 0.7142857142857143, 506: 0.2857142857142857}",2525354,2523241,2523241,2525704,-,2112,696.5,0.329782197
Rv2256c_up,2529875,2530224,Rv2256c,"bin506, bin507",Rv2256c_up,['Rv2256c'],"{506: 0.746606334841629, 507: 0.25339366515837103}",2529874,2529341,2529341,2530224,-,532,14861.5,27.93515038
Rv2263_up,2535291,2535640,Rv2263,bin508,Rv2263_up,['Rv2263'],{508: 1.0},2535641,2536594,2535291,2536594,+,954,821.5,0.861111111
Rv2275_up,2546533,2546882,"Rv2275,Rv2276",bin510,Rv2275_up,"['Rv2275', 'Rv2276']",{510: 1.0},2546883,2548939,2546533,2548939,+,2057,5694.5,2.768351969
Rv2278_up,2549715,2550064,"Rv2278,Rv2279","bin510, bin511",Rv2278_up,"['Rv2278', 'Rv2279']","{510: 0.1774193548387097, 511: 0.8225806451612904}",2550065,2551326,2549715,2551326,+,1262,131,0.103803487
Rv2290_up,2562249,2562598,Rv2290,bin513,Rv2290_up,['Rv2290'],{513: 1.0},2562599,2563114,2562249,2563114,+,516,2218.5,4.299418605
Rv2292c_up,2564254,2564603,Rv2292c,bin513,Rv2292c_up,['Rv2292c'],{513: 1.0},2564253,2564029,2564029,2564603,-,223,116,0.520179372
Rv2302_up,2573463,2573812,Rv2302,bin515,Rv2302_up,['Rv2302'],{515: 1.0},2573813,2574055,2573463,2574055,+,243,1150,4.732510288
Rv2304c_up,2575226,2575575,"Rv2303c,Rv2304c","bin515, bin516",Rv2304c_up,"['Rv2303c', 'Rv2304c']","{515: 0.6114864864864865, 516: 0.3885135135135135}",2575225,2574096,2574096,2575575,-,1128,2461.5,2.182180851
Rv2307A_up,2579420,2579769,Rv2307A,bin516,Rv2307A_up,['Rv2307A'],{516: 1.0},2579419,2579228,2579228,2579769,-,190,147,0.773684211
Rv2307B_up,2579936,2580285,Rv2307B,"bin516, bin517",Rv2307B_up,['Rv2307B'],"{516: 0.6355498721227621, 517: 0.36445012787723785}",2579935,2579504,2579504,2580285,-,430,203.5,0.473255814
Rv2307D_up,2580211,2580560,Rv2307D,bin517,Rv2307D_up,['Rv2307D'],{517: 1.0},2580210,2580028,2580028,2580560,-,181,659,3.640883978
Rv2308_up,2580069,2580418,Rv2308,bin517,Rv2308_up,['Rv2308'],{517: 1.0},2580419,2581135,2580069,2581135,+,717,590,0.822873082
Rv2309c_up,2582299,2582648,Rv2309c,bin517,Rv2309c_up,['Rv2309c'],{517: 1.0},2582298,2581843,2581843,2582648,-,454,262.5,0.578193833
Rv2315c_up,2588805,2589154,"Rv2313c,Rv2314c,Rv2315c",bin518,Rv2315c_up,"['Rv2313c', 'Rv2314c', 'Rv2315c']",{518: 1.0},2588804,2585052,2585052,2589154,-,3751,9061,2.415622501
Rv2328_up,2600381,2600730,Rv2328,bin521,Rv2328_up,['Rv2328'],{521: 1.0},2600731,2601879,2600381,2601879,+,1149,971,0.845082681
Rv2330c_up,2604223,2604572,Rv2330c,bin521,Rv2330c_up,['Rv2330c'],{521: 1.0},2604222,2603695,2603695,2604572,-,526,285,0.541825095
Rv2331_up,2603947,2604296,Rv2331,bin521,Rv2331_up,['Rv2331'],{521: 1.0},2604297,2604683,2603947,2604683,+,387,62,0.160206718
Rv2336_up,2610487,2610836,Rv2336,bin523,Rv2336_up,['Rv2336'],{523: 1.0},2610837,2611805,2610487,2611805,+,969,1693.5,1.747678019
Rv2346c_up,2626173,2626522,Rv2346c,bin526,Rv2346c_up,['Rv2346c'],{526: 1.0},2626172,2625888,2625888,2626522,-,283,12501,44.17314488
Rv2352c_up,2634099,2634448,Rv2352c,bin527,Rv2352c_up,['Rv2352c'],{527: 1.0},2634098,2632923,2632923,2634448,-,1174,678.5,0.577938671
Rv2356c_up,2639536,2639885,Rv2356c,bin528,Rv2356c_up,['Rv2356c'],{528: 1.0},2639535,2637688,2637688,2639885,-,1846,4337.5,2.349674973
Rv2386c_up,2680006,2680355,Rv2386c,"bin536, bin537",Rv2386c_up,['Rv2386c'],"{536: 0.7915443335290664, 537: 0.20845566647093364}",2680005,2678653,2678653,2680355,-,1351,3629,2.686158401
Rv2480c_up,2785919,2786268,"Rv2479c,Rv2480c","bin557, bin558",Rv2480c_up,"['Rv2479c', 'Rv2480c']","{557: 0.21339950372208435, 558: 0.7866004962779156}",2785918,2784657,2784657,2786268,-,1260,14.5,0.011507937
Rv2487c_up,2797386,2797735,Rv2487c,bin560,Rv2487c_up,['Rv2487c'],{560: 1.0},2797385,2795301,2795301,2797735,-,2083,183.5,0.088094095
Rv2493_up,2807733,2808082,"Rv2493,Rv2494",bin562,Rv2493_up,"['Rv2493', 'Rv2494']",{562: 1.0},2808083,2808735,2807733,2808735,+,653,1775,2.718223583
Rv2497c_up,2812097,2812446,"Rv2495c,Rv2496c,Rv2497c","bin562, bin563",Rv2497c_up,"['Rv2495c', 'Rv2496c', 'Rv2497c']","{562: 0.33694768229872596, 563: 0.663052317701274}",2812096,2808758,2808758,2812446,-,3337,12746.5,3.819748277
Rv2504c_up,2819871,2820220,"Rv2498c,Rv2499c,Rv2500c,Rv2501c,Rv2502c,Rv2503c,Rv2504c","bin563, bin564, bin565",Rv2504c_up,"['Rv2498c', 'Rv2499c', 'Rv2500c', 'Rv2501c', 'Rv2502c', 'Rv2503c', 'Rv2504c']","{563: 0.33638443935926776, 564: 0.6356470887363336, 565: 0.02796847190439868}",2819870,2812355,2812355,2820220,-,7514,12401,1.650385946
Rv2505c_up,2821597,2821946,Rv2505c,"bin564, bin565",Rv2505c_up,['Rv2505c'],"{564: 0.024072216649949848, 565: 0.9759277833500501}",2821596,2819953,2819953,2821946,-,1642,680,0.414129111
Rv2517c_up,2833762,2834111,"Rv2516c,Rv2517c",bin567,Rv2517c_up,"['Rv2516c', 'Rv2517c']",{567: 1.0},2833761,2832710,2832710,2834111,-,1050,2281,2.172380952
Rv2524c_up,2849333,2849682,Rv2524c,"bin569, bin570",Rv2524c_up,['Rv2524c'],"{569: 0.5102510460251046, 570: 0.4897489539748954}",2849332,2840123,2840123,2849682,-,9208,31642.5,3.436413988
Rv2525c_up,2850575,2850924,Rv2525c,"bin570, bin571",Rv2525c_up,['Rv2525c'],"{570: 0.13886300093196646, 571: 0.8611369990680335}",2850574,2849852,2849852,2850924,-,721,2365.5,3.280859917
Rv2531c_up,2857782,2858131,Rv2531c,"bin571, bin572",Rv2531c_up,['Rv2531c'],"{571: 0.019724483406386977, 572: 0.980275516593613}",2857781,2854938,2854938,2858131,-,2842,5763,2.027797326
Rv2535c_up,2860419,2860768,"Rv2532c,Rv2533c,Rv2534c,Rv2535c","bin572, bin573",Rv2535c_up,"['Rv2532c', 'Rv2533c', 'Rv2534c', 'Rv2535c']","{572: 0.7366255144032922, 573: 0.26337448559670784}",2860418,2857853,2857853,2860768,-,2564,13232.5,5.160881435
Rv2556c_up,2876966,2877315,Rv2556c,bin576,Rv2556c_up,['Rv2556c'],{576: 1.0},2876965,2876576,2876576,2877315,-,388,3273.5,8.43685567
Rv2560_up,2879725,2880074,Rv2560,"bin576, bin577",Rv2560_up,['Rv2560'],"{576: 0.20783132530120482, 577: 0.7921686746987951}",2880075,2881052,2879725,2881052,+,978,2133,2.180981595
Rv2561_up,2881059,2881408,Rv2561,bin577,Rv2561_up,['Rv2561'],{577: 1.0},2881409,2881702,2881059,2881702,+,294,329.5,1.120748299
Rv2570_up,2894162,2894511,Rv2570,bin579,Rv2570_up,['Rv2570'],{579: 1.0},2894512,2894901,2894162,2894901,+,390,236.5,0.606410256
Rv2578c_up,2903532,2903881,Rv2578c,bin581,Rv2578c_up,['Rv2578c'],{581: 1.0},2903531,2902509,2902509,2903881,-,1021,493,0.482859941
Rv2579_up,2903289,2903638,Rv2579,bin581,Rv2579_up,['Rv2579'],{581: 1.0},2903639,2904541,2903289,2904541,+,903,1103.5,1.222037652
Rv2581c_up,2906764,2907113,"Rv2580c,Rv2581c","bin581, bin582",Rv2581c_up,"['Rv2580c', 'Rv2581c']","{581: 0.07849978194505015, 582: 0.9215002180549499}",2906763,2904821,2904821,2907113,-,1941,7395,3.809891808
Rv2583c_up,2910199,2910548,Rv2583c,"bin582, bin583",Rv2583c_up,['Rv2583c'],"{582: 0.7987513771575468, 583: 0.20124862284245318}",2910198,2907826,2907826,2910548,-,2371,10455.5,4.409742725
Rv2590_up,2917521,2917870,Rv2590,"bin584, bin585",Rv2590_up,['Rv2590'],"{584: 0.6429867772880477, 585: 0.3570132227119523}",2917871,2921377,2917521,2921377,+,3507,4999.5,1.425577417
Rv2601A_up,2929720,2930069,"Rv2601A,Rv2602","bin586, bin587",Rv2601A_up,"['Rv2601A', 'Rv2602']","{586: 0.26384976525821596, 587: 0.7361502347417841}",2930070,2930784,2929720,2930784,+,715,3550,4.965034965
Rv2616_up,2944980,2945329,Rv2616,"bin589, bin590",Rv2616_up,['Rv2616'],"{589: 0.024676850763807285, 590: 0.9753231492361927}",2945330,2945830,2944980,2945830,+,501,641.5,1.280439122
Rv2617c_up,2946288,2946637,Rv2617c,bin590,Rv2617c_up,['Rv2617c'],{590: 1.0},2946287,2945847,2945847,2946637,-,439,689.5,1.570615034
Rv2634c_up,2962442,2962791,Rv2634c,bin593,Rv2634c_up,['Rv2634c'],{593: 1.0},2962441,2960105,2960105,2962791,-,2335,584.5,0.250321199
Rv2640c_up,2965838,2966187,Rv2640c,bin594,Rv2640c_up,['Rv2640c'],{594: 1.0},2965837,2965478,2965478,2966187,-,358,637.5,1.780726257
Rv2641_up,2965589,2965938,Rv2641,bin594,Rv2641_up,['Rv2641'],{594: 1.0},2965939,2966397,2965589,2966397,+,459,1325.5,2.887799564
Rv2642_up,2966183,2966532,"Rv2642,Rv2643",bin594,Rv2642_up,"['Rv2642', 'Rv2643']",{594: 1.0},2966533,2968406,2966183,2968406,+,1874,1561.5,0.833244397
Rv2645_up,2969773,2970122,"Rv2645,Rv2646","bin594, bin595",Rv2645_up,"['Rv2645', 'Rv2646']","{594: 0.12830613393359594, 595: 0.8716938660664041}",2970123,2971549,2969773,2971549,+,1427,2407,1.686755431
Rv2648_up,2971810,2972159,"Rv2648,Rv2649",bin595,Rv2648_up,"['Rv2648', 'Rv2649']",{595: 1.0},2972160,2973421,2971810,2973421,+,1262,72,0.057052298
Rv2651c_up,2975776,2976125,"Rv2650c,Rv2651c","bin595, bin596",Rv2651c_up,"['Rv2650c', 'Rv2651c']","{595: 0.5173745173745173, 596: 0.4826254826254826}",2975775,2973795,2973795,2976125,-,1979,1538,0.777160182
Rv2680_up,2995755,2996104,"Rv2680,Rv2681",bin600,Rv2680_up,"['Rv2680', 'Rv2681']",{600: 1.0},2996105,2998055,2995755,2998055,+,1951,6003.5,3.077139928
Rv2682c_up,2999969,3000318,Rv2682c,"bin600, bin601",Rv2682c_up,['Rv2682c'],"{600: 0.8597265108072343, 601: 0.14027348919276578}",2999968,2998052,2998052,3000318,-,1915,8221.5,4.293211488
Rv2688c_up,3005651,3006000,"Rv2686c,Rv2687c,Rv2688c","bin601, bin602",Rv2688c_up,"['Rv2686c', 'Rv2687c', 'Rv2688c']","{601: 0.6324880558618156, 602: 0.3675119441381845}",3005650,3003280,3003280,3006000,-,2369,2865,1.209371043
Rv2698_up,3013823,3014172,Rv2698,bin603,Rv2698_up,['Rv2698'],{603: 1.0},3014173,3014658,3013823,3014658,+,486,765,1.574074074
Rv2699c_up,3014966,3015315,Rv2699c,"bin603, bin604",Rv2699c_up,['Rv2699c'],"{603: 0.5176110260336907, 604: 0.48238897396630936}",3014965,3014663,3014663,3015315,-,301,1166,3.873754153
Rv2701c_up,3016736,3017085,Rv2701c,bin604,Rv2701c_up,['Rv2701c'],{604: 1.0},3016735,3015863,3015863,3017085,-,871,1062.5,1.219862227
Rv2703_up,3017485,3017834,Rv2703,bin604,Rv2703_up,['Rv2703'],{604: 1.0},3017835,3019421,3017485,3019421,+,1587,22588.5,14.23345936
Rv2709_up,3021489,3021838,Rv2709,bin605,Rv2709_up,['Rv2709'],{605: 1.0},3021839,3022285,3021489,3022285,+,447,1217,2.722595078
Rv2713_up,3025091,3025440,Rv2713,bin606,Rv2713_up,['Rv2713'],{606: 1.0},3025441,3026847,3025091,3026847,+,1407,3171,2.253731343
Rv2714_up,3026715,3027064,Rv2714,bin606,Rv2714_up,['Rv2714'],{606: 1.0},3027065,3028039,3026715,3028039,+,975,5051,5.180512821
Rv2737A_up,3051269,3051618,Rv2737A,bin611,Rv2737A_up,['Rv2737A'],{611: 1.0},3051619,3051792,3051269,3051792,+,174,181,1.040229885
Rv2741_up,3053564,3053913,Rv2741,"bin611, bin612",Rv2741_up,['Rv2741'],"{611: 0.7453319502074689, 612: 0.2546680497925311}",3053914,3055491,3053564,3055491,+,1578,1490,0.944233207
Rv2745c_up,3058532,3058881,Rv2745c,bin612,Rv2745c_up,['Rv2745c'],{612: 1.0},3058531,3058193,3058193,3058881,-,337,2682,7.958456973
Rv2746c_up,3059232,3059581,Rv2746c,bin612,Rv2746c_up,['Rv2746c'],{612: 1.0},3059231,3058602,3058602,3059581,-,628,693.5,1.104299363
Rv2770c_up,3080458,3080807,Rv2770c,"bin616, bin617",Rv2770c_up,['Rv2770c'],"{616: 0.4616410940627085, 617: 0.5383589059372915}",3080457,3079309,3079309,3080807,-,1147,1318,1.149084568
Rv2771c_up,3081034,3081383,Rv2771c,bin617,Rv2771c_up,['Rv2771c'],{617: 1.0},3081033,3080581,3080581,3081383,-,451,804,1.7827051
Rv2774c_up,3082757,3083106,"Rv2772c,Rv2773c,Rv2774c",bin617,Rv2774c_up,"['Rv2772c', 'Rv2773c', 'Rv2774c']",{617: 1.0},3082756,3081119,3081119,3083106,-,1636,3101.5,1.895782396
Rv2775_up,3082559,3082908,Rv2775,bin617,Rv2775_up,['Rv2775'],{617: 1.0},3082909,3083370,3082559,3083370,+,462,947,2.04978355
Rv2777c_up,3085556,3085905,Rv2777c,"bin617, bin618",Rv2777c_up,['Rv2777c'],"{617: 0.36312456016889516, 618: 0.6368754398311048}",3085555,3084485,3084485,3085905,-,1069,4117.5,3.851730589
Rv2780_up,3086470,3086819,Rv2780,bin618,Rv2780_up,['Rv2780'],{618: 1.0},3086820,3087935,3086470,3087935,+,1116,4350.5,3.898297491
Rv2783c_up,3092598,3092947,"Rv2782c,Rv2783c","bin618, bin619",Rv2783c_up,"['Rv2782c', 'Rv2783c']","{618: 0.24493978990520113, 619: 0.7550602100947988}",3092597,3089045,3089045,3092947,-,3551,62788,17.68177978
Rv2788_up,3096609,3096958,Rv2788,bin620,Rv2788_up,['Rv2788'],{620: 1.0},3096959,3097645,3096609,3097645,+,687,1571,2.286754003
Rv2790c_up,3100170,3100519,Rv2790c,"bin620, bin621",Rv2790c_up,['Rv2790c'],"{620: 0.666452442159383, 621: 0.33354755784061696}",3100169,3098964,3098964,3100519,-,1204,6906.5,5.736295681
Rv2798c_up,3107638,3107987,"Rv2796c,Rv2797c,Rv2798c",bin622,Rv2798c_up,"['Rv2796c', 'Rv2797c', 'Rv2798c']",{622: 1.0},3107637,3105056,3105056,3107987,-,2580,2640,1.023255814
Rv2801c_up,3110524,3110873,Rv2801c,bin623,Rv2801c_up,['Rv2801c'],{623: 1.0},3110523,3110167,3110167,3110873,-,355,281.5,0.792957746
Rv2808_up,3114696,3115045,Rv2808,"bin623, bin624",Rv2808_up,['Rv2808'],"{623: 0.5016447368421053, 624: 0.49835526315789475}",3115046,3115303,3114696,3115303,+,258,590,2.286821705
Rv2812_up,3116468,3116817,"Rv2812,Rv2813",bin624,Rv2812_up,"['Rv2812', 'Rv2813']",{624: 1.0},3116818,3119036,3116468,3119036,+,2219,198,0.089229383
Rv2827c_up,3135484,3135833,"Rv2826c,Rv2827c","bin627, bin628",Rv2827c_up,"['Rv2826c', 'Rv2827c']","{627: 0.608, 628: 0.392}",3135483,3133709,3133709,3135833,-,1773,1650,0.930626058
Rv2839c_up,3147874,3148223,"Rv2836c,Rv2837c,Rv2838c,Rv2839c","bin629, bin630",Rv2839c_up,"['Rv2836c', 'Rv2837c', 'Rv2838c', 'Rv2839c']","{629: 0.45511411665257817, 630: 0.5448858833474218}",3147873,3142309,3142309,3148223,-,5563,42230.5,7.591317634
Rv2842c_up,3149977,3150326,"Rv2841c,Rv2842c","bin630, bin631",Rv2842c_up,"['Rv2841c', 'Rv2842c']","{630: 0.8321318228630278, 631: 0.1678681771369722}",3149976,3148385,3148385,3150326,-,1590,7314.5,4.600314465
Rv2846c_up,3154632,3154981,Rv2846c,bin631,Rv2846c_up,['Rv2846c'],{631: 1.0},3154631,3153039,3153039,3154981,-,1591,12199.5,7.667818982
Rv2867c_up,3179313,3179662,Rv2867c,bin636,Rv2867c_up,['Rv2867c'],{636: 1.0},3179312,3178458,3178458,3179662,-,853,7918.5,9.283118406
Rv2870c_up,3183012,3183361,"Rv2868c,Rv2869c,Rv2870c","bin636, bin637",Rv2870c_up,"['Rv2868c', 'Rv2869c', 'Rv2870c']","{636: 0.1584877315973961, 637: 0.841512268402604}",3183011,3179368,3179368,3183361,-,3642,18273,5.017298188
Rv2876_up,3187313,3187662,Rv2876,bin638,Rv2876_up,['Rv2876'],{638: 1.0},3187663,3187977,3187313,3187977,+,315,1634,5.187301587
Rv2878c_up,3189398,3189747,"Rv2877c,Rv2878c",bin638,Rv2878c_up,"['Rv2877c', 'Rv2878c']",{638: 1.0},3189397,3188008,3188008,3189747,-,1388,5053.5,3.640850144
Rv2882c_up,3192202,3192551,Rv2882c,bin639,Rv2882c_up,['Rv2882c'],{639: 1.0},3192201,3191644,3191644,3192551,-,556,5896,10.60431655
Rv2891_up,3199916,3200265,Rv2891,"bin640, bin641",Rv2891_up,['Rv2891'],"{640: 0.07727272727272727, 641: 0.9227272727272727}",3200266,3201015,3199916,3201015,+,750,113.5,0.151333333
Rv2892c_up,3202021,3202370,Rv2892c,bin641,Rv2892c_up,['Rv2892c'],{641: 1.0},3202020,3200794,3200794,3202370,-,1225,852.5,0.695918367
Rv2893_up,3202070,3202419,Rv2893,bin641,Rv2893_up,['Rv2893'],{641: 1.0},3202420,3203397,3202070,3203397,+,978,489.5,0.500511247
Rv2894c_up,3204291,3204640,Rv2894c,bin641,Rv2894c_up,['Rv2894c'],{641: 1.0},3204290,3203394,3203394,3204640,-,895,2549,2.848044693
Rv2895c_up,3205233,3205582,Rv2895c,"bin641, bin642",Rv2895c_up,['Rv2895c'],"{641: 0.5158069883527454, 642: 0.4841930116472546}",3205232,3204381,3204381,3205582,-,850,1874,2.204705882
Rv2909c_up,3217644,3217993,"Rv2906c,Rv2907c,Rv2908c,Rv2909c",bin644,Rv2909c_up,"['Rv2906c', 'Rv2907c', 'Rv2908c', 'Rv2909c']",{644: 1.0},3217643,3215665,3215665,3217993,-,1977,13075.5,6.613808801
Rv2921c_up,3234140,3234489,Rv2921c,bin647,Rv2921c_up,['Rv2921c'],{647: 1.0},3234139,3232871,3232871,3234489,-,1267,2996.5,2.365035517
Rv2923c_up,3238500,3238849,"Rv2922c,Rv2922A,Rv2923c","bin647, bin648",Rv2923c_up,"['Rv2922c', 'Rv2922A', 'Rv2923c']","{647: 0.1742115425874276, 648: 0.8257884574125725}",3238499,3234189,3234189,3238849,-,4309,5996,1.39150615
Rv2930_up,3243347,3243696,"Rv2930,Rv2931,Rv2932,Rv2933,Rv2934,Rv2935,Rv2936,Rv2937,Rv2938","bin649, bin650, bin651, bin652, bin653, bin654, bin655",Rv2930_up,"['Rv2930', 'Rv2931', 'Rv2932', 'Rv2933', 'Rv2934', 'Rv2935', 'Rv2936', 'Rv2937', 'Rv2938']","{649: 0.05241475472176448, 650: 0.15844847255672456, 651: 0.15844847255672456, 652: 0.15844847255672456, 653: 0.15844847255672456, 654: 0.15844847255672456, 655: 0.15534288249461276}",3243697,3274902,3243347,3274902,+,31206,165035.5,5.288582324
Rv2940c_up,3282716,3283065,Rv2940c,"bin656, bin657",Rv2940c_up,['Rv2940c'],"{656: 0.5415794196829196, 657: 0.45842058031708044}",3282715,3276380,3276380,3283065,-,6334,136784.5,21.59527944
Rv2941_up,3282985,3283334,"Rv2941,Rv2942","bin657, bin658",Rv2941_up,"['Rv2941', 'Rv2942']","{657: 0.4158415841584158, 658: 0.5841584158415841}",3283335,3287832,3282985,3287832,+,4498,54376.5,12.08903957
Rv2945c_up,3291326,3291675,Rv2945c,bin659,Rv2945c_up,['Rv2945c'],{659: 1.0},3291325,3290624,3290624,3291675,-,700,8314,11.87714286
Rv2950c_up,3302456,3302805,Rv2950c,bin661,Rv2950c_up,['Rv2950c'],{661: 1.0},3302455,3300596,3300596,3302805,-,1858,45011.5,24.22578041
Rv2954c_up,3307392,3307741,Rv2954c,bin662,Rv2954c_up,['Rv2954c'],{662: 1.0},3307391,3306666,3306666,3307741,-,724,6393.5,8.830801105
Rv2967c_up,3323047,3323396,Rv2967c,"bin664, bin665",Rv2967c_up,['Rv2967c'],"{664: 0.09051955008034279, 665: 0.9094804499196572}",3323046,3319663,3319663,3323396,-,3382,6656.5,1.968214075
Rv2975c_up,3331613,3331962,"Rv2972c,Rv2973c,Rv2974c,Rv2975c","bin666, bin667",Rv2975c_up,"['Rv2972c', 'Rv2973c', 'Rv2974c', 'Rv2975c']","{666: 0.602834008097166, 667: 0.397165991902834}",3331612,3327023,3327023,3331962,-,4588,4558.5,0.993570183
Rv2986c_up,3343821,3344170,Rv2986c,bin669,Rv2986c_up,['Rv2986c'],{669: 1.0},3343820,3343176,3343176,3344170,-,643,56129.5,87.29315708
Rv2988c_up,3346076,3346425,Rv2988c,"bin669, bin670",Rv2988c_up,['Rv2988c'],"{669: 0.19582392776523702, 670: 0.804176072234763}",3346075,3344654,3344654,3346425,-,1420,6421,4.521830986
Rv2990c_up,3347720,3348069,Rv2990c,bin670,Rv2990c_up,['Rv2990c'],{670: 1.0},3347719,3346859,3346859,3348069,-,859,4770.5,5.55355064
Rv2998_up,3356465,3356814,Rv2998,bin672,Rv2998_up,['Rv2998'],{672: 1.0},3356815,3357276,3356465,3357276,+,462,942.5,2.04004329
Rv3001c_up,3360587,3360936,Rv3001c,"bin672, bin673",Rv3001c_up,['Rv3001c'],"{672: 0.3076923076923077, 673: 0.6923076923076923}",3360586,3359585,3359585,3360936,-,1000,10360,10.36
Rv3004_up,3362998,3363347,Rv3004,bin673,Rv3004_up,['Rv3004'],{673: 1.0},3363348,3363686,3362998,3363686,+,339,1515,4.469026549
Rv3006_up,3364359,3364708,Rv3006,"bin673, bin674",Rv3006_up,['Rv3006'],"{673: 0.4361413043478261, 674: 0.563858695652174}",3364709,3365830,3364359,3365830,+,1122,5713.5,5.092245989
Rv3012c_up,3371731,3372080,"Rv3011c,Rv3012c","bin674, bin675",Rv3012c_up,"['Rv3011c', 'Rv3012c']","{674: 0.023932426091037073, 675: 0.9760675739089629}",3371730,3369950,3369950,3372080,-,1779,3237.5,1.819842608
Rv3020c_up,3379330,3379679,Rv3020c,bin676,Rv3020c_up,['Rv3020c'],{676: 1.0},3379329,3379036,3379036,3379679,-,292,197,0.674657534
Rv3022A_up,3380994,3381343,"Rv3021c,Rv3022c,Rv3022A","bin676, bin677",Rv3022A_up,"['Rv3021c', 'Rv3022c', 'Rv3022A']","{676: 0.3175813008130081, 677: 0.6824186991869918}",3380993,3379376,3379376,3381343,-,1616,119.5,0.07394802
Rv3027c_up,3386815,3387164,"Rv3026c,Rv3027c",bin678,Rv3027c_up,"['Rv3026c', 'Rv3027c']",{678: 1.0},3386919,3385163,3385163,3387164,-,1755,1692.5,0.964387464
Rv3029c_up,3388871,3389220,Rv3029c,bin678,Rv3029c_up,['Rv3029c'],{678: 1.0},3388870,3388070,3388070,3389220,-,799,16763.5,20.98060075
Rv3030_up,3388751,3389100,"Rv3030,Rv3031","bin678, bin679",Rv3030_up,"['Rv3030', 'Rv3031']","{678: 0.45421511627906974, 679: 0.5457848837209303}",3389101,3391502,3388751,3391502,+,2402,6018,2.505412157
Rv3034c_up,3394922,3395271,Rv3034c,"bin679, bin680",Rv3034c_up,['Rv3034c'],"{679: 0.7837190742218675, 680: 0.2162809257781325}",3394921,3394019,3394019,3395271,-,901,2249.5,2.496670366
Rv3036c_up,3397142,3397491,Rv3036c,bin680,Rv3036c_up,['Rv3036c'],{680: 1.0},3397141,3396458,3396458,3397491,-,682,1290.5,1.892228739
Rv3046c_up,3407689,3408038,Rv3046c,bin682,Rv3046c_up,['Rv3046c'],{682: 1.0},3407688,3407314,3407314,3408038,-,373,1755.5,4.706434316
Rv3049c_up,3411084,3411433,Rv3049c,"bin682, bin683",Rv3049c_up,['Rv3049c'],"{682: 0.2555844155844156, 683: 0.7444155844155844}",3411083,3409509,3409509,3411433,-,1573,16742.5,10.64367451
Rv3051c_up,3414167,3414516,Rv3051c,bin683,Rv3051c_up,['Rv3051c'],{683: 1.0},3414166,3412085,3412085,3414516,-,2080,53165.5,25.56033654
Rv3058c_up,3419377,3419726,Rv3058c,bin684,Rv3058c_up,['Rv3058c'],{684: 1.0},3419376,3418726,3418726,3419726,-,649,3734,5.753466872
Rv3061c_up,3425428,3425777,Rv3061c,"bin685, bin686",Rv3061c_up,['Rv3061c'],"{685: 0.6911764705882353, 686: 0.3088235294117647}",3425427,3423262,3423262,3425777,-,2164,2649,1.224121996
Rv3064c_up,3430251,3430600,Rv3064c,"bin686, bin687",Rv3064c_up,['Rv3064c'],"{686: 0.2268041237113402, 687: 0.7731958762886598}",3430250,3429825,3429825,3430600,-,424,383.5,0.904481132
Rv3074_up,3436429,3436778,Rv3074,bin688,Rv3074_up,['Rv3074'],{688: 1.0},3436779,3438053,3436429,3438053,+,1275,1878.5,1.473333333
